city_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
262,Chkalovsk,56.7647,43.2433,17.19,88,93,9.82,RU,overcast clouds,2021-12-13 04:53:41
263,Agirish,61.9247,63.0231,3.54,97,86,2.01,RU,overcast clouds,2021-12-13 04:53:41
264,Ulladulla,-35.35,150.4667,83.77,62,5,7.2,AU,clear sky,2021-12-13 04:49:05
265,Pangnirtung,66.1451,-65.7125,-5.44,71,82,6.46,CA,broken clouds,2021-12-13 04:47:55
266,Cidreira,-30.1811,-50.2056,71.01,95,3,10.29,BR,clear sky,2021-12-13 04:47:45
267,Makakilo City,21.3469,-158.0858,77.32,67,40,8.05,US,scattered clouds,2021-12-13 04:47:00
268,Hualmay,-11.0964,-77.6139,66.09,91,9,6.73,PE,clear sky,2021-12-13 04:49:14
269,Bourges,47.25,2.4167,44.92,93,44,6.24,FR,scattered clouds,2021-12-13 04:53:42
270,Otaru,43.1894,141.0022,34.03,89,100,32.61,JP,snow,2021-12-13 04:53:42
271,Araouane,18.9048,-3.5265,66.25,11,85,10.25,ML,overcast clouds,2021-12-13 04:53:42
272,Broome,42.2506,-75.833,38.48,61,1,1.99,US,clear sky,2021-12-13 04:48:33
273,Savyntsi,49.4026,37.0627,32.59,59,100,13.04,UA,overcast clouds,2021-12-13 04:53:43
274,Vestmannaeyjar,63.4427,-20.2734,43.66,73,100,14.56,IS,overcast clouds,2021-12-13 04:46:43
275,Aspe,38.3451,-0.7672,52.72,84,20,3.0,ES,few clouds,2021-12-13 04:53:43
276,La Palma,33.8464,-118.0467,56.82,76,0,3.13,US,clear sky,2021-12-13 04:53:43
277,Ambunti,-4.2365,142.8448,90.18,59,96,0.83,PG,overcast clouds,2021-12-13 04:53:44
278,Kavieng,-2.5744,150.7967,82.74,78,90,11.27,PG,moderate rain,2021-12-13 04:49:01
279,Glarus,47.0406,9.068,39.88,92,80,3.85,CH,broken clouds,2021-12-13 04:53:44
280,Qaqortoq,60.7167,-46.0333,18.12,75,99,8.16,GL,overcast clouds,2021-12-13 04:53:45
281,Nanortalik,60.1432,-45.2371,27.01,75,100,15.7,GL,overcast clouds,2021-12-13 04:48:13
282,Kaa-Khem,51.6833,94.7333,4.66,95,99,1.74,RU,overcast clouds,2021-12-13 04:53:45
283,Princeton,25.5384,-80.4089,78.03,85,1,8.05,US,clear sky,2021-12-13 04:50:31
284,North Bend,43.4065,-124.2243,44.51,97,90,9.22,US,overcast clouds,2021-12-13 04:53:45
285,Narasannapeta,18.4167,84.05,77.49,64,93,10.25,IN,overcast clouds,2021-12-13 04:53:46
286,Sao Domingos,-13.3983,-46.3183,70.92,91,100,4.68,BR,light rain,2021-12-13 04:53:46
287,Iwanai,42.9744,140.5089,28.94,82,100,23.26,JP,light snow,2021-12-13 04:53:46
288,Puerto Berrio,6.4916,-74.4033,71.37,96,74,1.45,CO,broken clouds,2021-12-13 04:53:47
289,Barcelos,41.5388,-8.6151,53.92,81,8,5.37,PT,clear sky,2021-12-13 04:53:47
290,Nemuro,43.3236,145.575,34.23,55,37,32.84,JP,scattered clouds,2021-12-13 04:49:52
291,Nioro,13.35,-15.75,71.74,53,82,5.17,GM,broken clouds,2021-12-13 04:46:45
292,Lorengau,-2.0226,147.2712,84.6,78,100,12.75,PG,overcast clouds,2021-12-13 04:48:15
293,Sao Felix Do Xingu,-6.6447,-51.995,72.39,99,100,1.54,BR,overcast clouds,2021-12-13 04:53:48
294,Ust-Nera,64.5667,143.2,-32.66,100,100,2.17,RU,overcast clouds,2021-12-13 04:53:48
295,Svetlaya,46.5389,138.3297,21.78,53,100,14.61,RU,overcast clouds,2021-12-13 04:47:14
296,Husavik,66.0449,-17.3389,33.71,78,92,16.33,IS,overcast clouds,2021-12-13 04:48:16
297,Borba,-4.3878,-59.5939,74.53,97,100,2.26,BR,overcast clouds,2021-12-13 04:53:49
298,Jizan,17.3333,42.6667,72.54,31,0,4.36,SA,clear sky,2021-12-13 04:53:49
299,Lianzhou,24.7811,112.3825,62.83,55,43,5.17,CN,scattered clouds,2021-12-13 04:53:49
300,Bilibino,68.0546,166.4372,-32.3,92,26,4.9,RU,scattered clouds,2021-12-13 04:48:04
301,Broken Hill,-31.95,141.4333,91.11,11,66,10.36,AU,broken clouds,2021-12-13 04:49:09
302,Palana,59.1167,159.9667,8.37,94,100,20.56,RU,overcast clouds,2021-12-13 04:53:50
303,Maroantsetra,-15.4333,49.7333,77.34,77,76,2.37,MG,broken clouds,2021-12-13 04:53:50
304,Nizhniy Tsasuchey,50.5167,115.1333,24.44,58,100,10.92,RU,overcast clouds,2021-12-13 04:53:50
305,Ahuimanu,21.4447,-157.8378,76.75,73,66,20.62,US,broken clouds,2021-12-13 04:53:51
306,San Vicente De Chucuri,6.881,-73.4098,72.77,91,98,2.68,CO,overcast clouds,2021-12-13 04:53:51
307,Den Helder,52.9599,4.7593,51.98,89,90,15.99,NL,overcast clouds,2021-12-13 04:53:51
308,Bray,53.2028,-6.0983,45.07,86,100,4.41,IE,overcast clouds,2021-12-13 04:53:52
309,Sabang,5.8933,95.3214,82.04,73,35,18.01,ID,scattered clouds,2021-12-13 04:53:52
310,Kande,9.9578,1.0447,72.59,23,49,3.53,TG,scattered clouds,2021-12-13 04:53:53
311,Lerwick,60.1545,-1.1494,48.2,74,100,45.39,GB,overcast clouds,2021-12-13 04:53:53
312,Muros,42.7762,-9.0603,52.3,81,54,7.16,ES,broken clouds,2021-12-13 04:49:56
313,Esperance,-33.8667,121.9,73.24,47,87,13.09,AU,overcast clouds,2021-12-13 04:47:48
314,Tokmak,47.2514,35.7058,37.76,77,100,11.56,UA,overcast clouds,2021-12-13 04:53:53
315,Yulara,-25.2406,130.9889,91.24,25,35,10.36,AU,scattered clouds,2021-12-13 04:47:17
316,Nongpoh,25.9,91.8833,63.97,38,0,4.41,IN,clear sky,2021-12-13 04:53:54
317,Tateyama,34.9833,139.8667,59.02,47,28,10.69,JP,scattered clouds,2021-12-13 04:49:16
318,Koppang,61.5706,11.0555,21.13,97,99,2.04,NO,overcast clouds,2021-12-13 04:53:54
319,Faya,18.3851,42.4509,42.91,30,0,3.04,SA,clear sky,2021-12-13 04:49:35
320,Barra Patuca,15.8,-84.2833,75.76,87,3,7.96,HN,clear sky,2021-12-13 04:53:55
321,Padang,-0.9492,100.3543,86.05,85,100,4.07,ID,overcast clouds,2021-12-13 04:48:11
322,Lusambo,-4.9667,23.45,72.12,96,100,1.14,CD,overcast clouds,2021-12-13 04:53:55
323,Duluth,46.7833,-92.1066,36.18,66,40,5.01,US,scattered clouds,2021-12-13 04:50:29
324,Lagoa,39.05,-27.9833,58.37,54,100,16.15,PT,overcast clouds,2021-12-13 04:48:18
325,Sangar,63.9242,127.4739,-30.6,97,94,3.2,RU,overcast clouds,2021-12-13 04:53:56
326,Hohoe,7.1518,0.4736,74.37,82,13,2.51,GH,few clouds,2021-12-13 04:53:56
327,Komsomolskiy,40.4272,71.7189,38.12,60,100,2.3,UZ,haze,2021-12-13 04:48:10
328,Manokwari,-0.8667,134.0833,84.38,74,86,5.91,ID,overcast clouds,2021-12-13 04:51:38
329,Tiksi,71.6872,128.8694,-19.82,100,100,1.01,RU,overcast clouds,2021-12-13 04:46:56
330,Buraydah,26.326,43.975,46.85,29,100,3.65,SA,overcast clouds,2021-12-13 04:53:57
331,Buarcos,40.166,-8.8768,57.67,84,10,8.52,PT,clear sky,2021-12-13 04:53:57
332,Dharchula,29.85,80.5333,61.59,21,100,4.0,IN,overcast clouds,2021-12-13 04:53:58
333,Homestead,25.4687,-80.4776,78.03,85,1,8.05,US,clear sky,2021-12-13 04:53:58
334,San Pedro De Macoris,18.4616,-69.2972,77.49,93,1,9.33,DO,clear sky,2021-12-13 04:53:58
335,Vostok,46.4856,135.8833,4.66,86,100,8.25,RU,overcast clouds,2021-12-13 04:49:02
336,Zharkent,44.1628,80.0,35.15,34,45,1.57,KZ,scattered clouds,2021-12-13 04:53:59
337,Tecalitlan,19.4667,-103.3,59.0,76,6,1.52,MX,clear sky,2021-12-13 04:53:59
338,Gazanjyk,39.2446,55.5154,41.36,74,61,4.99,TM,broken clouds,2021-12-13 04:53:59
339,Albox,37.3886,-2.1495,48.67,85,0,1.3,ES,clear sky,2021-12-13 04:52:20
340,Egvekinot,66.3167,-179.1667,-20.31,76,33,6.82,RU,scattered clouds,2021-12-13 04:54:00
341,Kaitangata,-46.2817,169.8464,62.92,71,37,7.36,NZ,scattered clouds,2021-12-13 04:47:21
342,Muravlenko,63.7898,74.523,-22.09,98,11,6.64,RU,few clouds,2021-12-13 04:54:00
343,Hami,42.8,93.45,25.61,38,32,2.68,CN,scattered clouds,2021-12-13 04:48:57
344,Shetpe,44.1667,52.1167,20.97,75,5,8.14,KZ,clear sky,2021-12-13 04:54:01
345,Tayginka,55.6244,60.5076,15.76,67,42,7.05,RU,scattered clouds,2021-12-13 04:54:01
346,Nome,64.5011,-165.4064,-19.84,75,4,5.55,US,clear sky,2021-12-13 04:54:01
347,Gushikawa,26.3544,127.8686,67.23,73,90,14.97,JP,overcast clouds,2021-12-13 04:54:02
348,Pemangkat,1.1667,108.9667,82.49,76,78,6.35,ID,broken clouds,2021-12-13 04:47:25
349,Saint Anthony,45.0205,-93.218,33.73,75,1,3.0,US,clear sky,2021-12-13 04:48:29
350,Kawalu,-7.3817,108.2082,86.9,57,98,5.5,ID,overcast clouds,2021-12-13 04:54:02
351,Russell,32.3502,-85.1999,45.63,93,1,0.0,US,clear sky,2021-12-13 04:47:41
352,Kamaishi,39.2667,141.8833,31.15,64,47,27.16,JP,scattered clouds,2021-12-13 04:54:03
353,Phangnga,8.4509,98.5298,86.04,53,55,7.0,TH,broken clouds,2021-12-13 04:54:03
354,San Rafael,-34.6177,-68.3301,63.64,43,10,4.38,AR,clear sky,2021-12-13 04:50:37
355,Dudinka,69.4058,86.1778,-27.38,95,32,4.76,RU,scattered clouds,2021-12-13 04:49:50
356,Amlagora,22.8333,87.3333,73.35,36,14,5.35,IN,few clouds,2021-12-13 04:54:03
357,Kyakhta,50.3508,106.4494,8.69,75,50,0.83,RU,scattered clouds,2021-12-13 04:54:04
358,Mattru,7.6244,-11.8332,73.92,94,7,0.22,SL,clear sky,2021-12-13 04:54:04
359,Krasnyy Chikoy,50.3643,108.7512,16.2,68,46,2.26,RU,scattered clouds,2021-12-13 04:54:04
360,Touros,-5.1989,-35.4608,81.5,77,44,13.27,BR,scattered clouds,2021-12-13 04:47:10
361,Roald,62.5833,6.1333,44.74,65,40,12.66,NO,scattered clouds,2021-12-13 04:54:05
362,Zhigansk,66.7697,123.3711,-33.72,99,83,11.95,RU,broken clouds,2021-12-13 04:49:09
363,Craidorolt,47.6167,22.7,38.08,93,90,4.61,RO,overcast clouds,2021-12-13 04:54:05
364,Hervey Bay,-25.2986,152.8535,85.03,61,27,5.99,AU,scattered clouds,2021-12-13 04:48:15
365,Ahipara,-35.1667,173.1667,67.32,96,100,7.14,NZ,light rain,2021-12-13 04:49:53
366,Tautira,-17.7333,-149.15,82.42,76,15,10.36,PF,light rain,2021-12-13 04:48:59
367,Novaya Lyalya,59.055,60.599,13.93,79,84,5.73,RU,broken clouds,2021-12-13 04:54:06
368,Cedeno,7.0464,-72.1634,73.27,78,96,3.53,CO,overcast clouds,2021-12-13 04:54:06
369,Mantua,45.1667,10.7833,42.82,83,85,1.03,IT,overcast clouds,2021-12-13 04:54:07
370,Ambulu,-8.345,113.6058,86.25,65,67,7.2,ID,broken clouds,2021-12-13 04:54:07
371,Nogliki,51.8333,143.1667,25.2,86,97,23.8,RU,overcast clouds,2021-12-13 04:54:07
372,Kazanskoye,55.6448,69.235,8.8,91,55,8.81,RU,broken clouds,2021-12-13 04:54:08
373,Kahului,20.8947,-156.47,75.22,84,40,13.8,US,scattered clouds,2021-12-13 04:49:56
374,Bhag,29.0415,67.8239,67.75,19,0,0.96,PK,clear sky,2021-12-13 04:49:28
375,Igrim,63.1906,64.4162,-3.05,100,87,0.96,RU,overcast clouds,2021-12-13 04:54:08
376,Boa Vista,2.8197,-60.6733,76.98,83,40,10.36,BR,scattered clouds,2021-12-13 04:54:08
377,Kloulklubed,7.0419,134.2556,83.26,80,98,14.85,PW,overcast clouds,2021-12-13 04:54:09
378,Urucara,-2.5364,-57.76,74.08,97,99,1.14,BR,light rain,2021-12-13 04:47:48
379,Sawakin,19.1059,37.3321,81.27,68,41,14.47,SD,scattered clouds,2021-12-13 04:46:57
380,Putyatino,54.16,41.1169,23.0,75,100,11.07,RU,overcast clouds,2021-12-13 04:54:09
381,Cerrito,6.8432,-72.694,51.19,98,100,0.89,CO,overcast clouds,2021-12-13 04:54:10
382,Grand Gaube,-20.0064,57.6608,82.38,64,5,8.99,MU,clear sky,2021-12-13 04:48:37
383,Bardiyah,31.7561,25.0865,57.42,79,0,10.29,LY,clear sky,2021-12-13 04:54:10
384,Babstovo,48.1167,132.4833,6.55,76,33,9.84,RU,scattered clouds,2021-12-13 04:54:10
385,Muromtsevo,56.3724,75.2418,12.02,95,98,6.82,RU,overcast clouds,2021-12-13 04:54:11
386,Saskylakh,71.9167,114.0833,-44.59,100,76,2.98,RU,broken clouds,2021-12-13 04:46:51
387,Nieuw Amsterdam,5.8833,-55.0833,77.02,92,99,5.59,SR,overcast clouds,2021-12-13 04:54:11
388,Pimenta Bueno,-11.6725,-61.1936,74.19,99,100,3.78,BR,overcast clouds,2021-12-13 04:54:11
389,Anloga,5.7947,0.8973,82.62,83,66,8.9,GH,broken clouds,2021-12-13 04:54:12
390,Tagusao,9.1924,117.8141,85.19,71,71,7.67,PH,broken clouds,2021-12-13 04:54:12
391,Humberto De Campos,-2.5983,-43.4611,78.64,84,97,6.29,BR,overcast clouds,2021-12-13 04:54:13
392,Palmer,42.1584,-72.3287,39.47,57,1,4.0,US,clear sky,2021-12-13 04:47:47
393,Codrington,-38.2667,141.9667,66.04,65,100,18.03,AU,overcast clouds,2021-12-13 04:48:06
394,Galesong,-5.3166,119.3661,86.02,71,96,9.51,ID,overcast clouds,2021-12-13 04:54:13
395,Flinders,-34.5833,150.8552,75.18,62,3,7.7,AU,clear sky,2021-12-13 04:47:56
396,Whithorn,18.2604,-78.0378,76.26,89,0,4.45,JM,clear sky,2021-12-13 04:54:14
397,Aklavik,68.2191,-135.0107,-4.97,88,100,20.62,CA,overcast clouds,2021-12-13 04:49:13
398,Ambilobe,-13.2,49.05,85.06,48,1,4.32,MG,clear sky,2021-12-13 04:47:45
399,Rettikhovka,44.1683,132.7669,16.2,53,5,7.87,RU,clear sky,2021-12-13 04:54:15
400,Los Llanos De Aridane,28.6585,-17.9182,62.35,85,75,5.99,ES,broken clouds,2021-12-13 04:49:33
401,Balingasay,16.3573,119.8564,82.0,65,94,7.34,PH,overcast clouds,2021-12-13 04:54:15
402,Sainte-Marie,-20.8968,55.5496,82.78,65,0,23.02,RE,clear sky,2021-12-13 04:54:16
403,Kalianget,-7.05,113.9333,84.96,71,87,3.0,ID,overcast clouds,2021-12-13 04:54:16
404,Grand-Santi,4.25,-54.3833,73.06,100,100,1.86,GF,overcast clouds,2021-12-13 04:47:20
405,Grindavik,63.8424,-22.4338,39.67,100,75,13.8,IS,broken clouds,2021-12-13 04:48:32
406,Vanimo,-2.6741,141.3028,84.58,78,98,5.44,PG,moderate rain,2021-12-13 04:54:16
407,Ouadda,8.0777,22.4007,70.07,37,50,5.21,CF,scattered clouds,2021-12-13 04:54:17
408,Nurota,40.5614,65.6886,39.29,91,100,7.45,UZ,overcast clouds,2021-12-13 04:54:17
409,Wellington,-41.2866,174.7756,71.06,82,75,1.01,NZ,broken clouds,2021-12-13 04:47:46
410,Okahandja,-21.9833,16.9167,68.83,41,3,1.14,NA,clear sky,2021-12-13 04:54:18
411,Lac Du Bonnet,50.2536,-96.0612,32.59,84,81,8.97,CA,broken clouds,2021-12-13 04:54:18
412,Aykhal,66.0,111.5,-49.59,99,77,5.77,RU,broken clouds,2021-12-13 04:54:18
413,Chuy,-33.6971,-53.4616,63.55,87,14,6.13,UY,heavy intensity rain,2021-12-13 04:46:45
414,Miraflores,19.2167,-98.8083,59.04,70,34,1.79,MX,scattered clouds,2021-12-13 04:54:19
415,Ketchikan,55.3422,-131.6461,25.41,93,100,7.81,US,light snow,2021-12-13 04:54:19
416,Helong,42.5397,128.9972,24.71,38,0,6.15,CN,clear sky,2021-12-13 04:54:19
417,Swellendam,-34.0226,20.4417,64.15,86,91,4.03,ZA,light rain,2021-12-13 04:54:20
418,Linqiong,30.4159,103.4609,55.22,74,100,2.89,CN,overcast clouds,2021-12-13 04:54:20
419,Jacareacanga,-6.2222,-57.7528,73.94,99,100,2.19,BR,overcast clouds,2021-12-13 04:54:20
420,Ludvika,60.1496,15.1878,33.6,96,100,5.26,SE,overcast clouds,2021-12-13 04:54:21
421,Kandrian,-6.2167,149.55,83.1,79,95,4.12,PG,light rain,2021-12-13 04:54:21
422,Bafoulabe,13.8065,-10.8321,74.37,12,44,3.47,ML,scattered clouds,2021-12-13 04:54:21
423,Henties Bay,-22.116,14.2845,59.86,89,1,5.06,NA,clear sky,2021-12-13 04:54:22
424,Novikovo,51.1537,37.8879,30.69,51,100,11.59,RU,overcast clouds,2021-12-13 04:54:22
425,Batagay,67.6333,134.6333,-46.25,100,78,1.28,RU,broken clouds,2021-12-13 04:54:22
426,Mackay,-21.15,149.2,90.68,54,39,18.41,AU,scattered clouds,2021-12-13 04:51:13
427,Cabra,37.4725,-4.4421,51.39,81,0,1.01,ES,clear sky,2021-12-13 04:54:23
428,Pangai,-19.8,-174.35,82.51,65,20,12.66,TO,few clouds,2021-12-13 04:54:23
429,Dillon,34.4166,-79.3712,38.25,52,0,4.85,US,clear sky,2021-12-13 04:51:37
430,Cermik,38.1361,39.4493,46.06,48,72,3.2,TR,broken clouds,2021-12-13 04:54:23
431,Labuan,5.2767,115.2417,86.36,84,20,3.0,MY,few clouds,2021-12-13 04:54:24
432,Lake Cowichan,48.825,-124.0546,37.18,99,99,1.45,CA,overcast clouds,2021-12-13 04:50:41
433,Samandag,36.0842,35.9771,56.84,58,100,15.23,TR,overcast clouds,2021-12-13 04:54:24
434,Hobyo,5.3505,48.5268,80.38,71,18,22.28,SO,few clouds,2021-12-13 04:48:44
435,Chapais,49.7834,-74.8492,29.98,94,100,13.27,CA,light snow,2021-12-13 04:47:34
436,Verkhnevilyuysk,63.4453,120.3167,-16.62,96,100,6.58,RU,overcast clouds,2021-12-13 04:49:06
437,Nanakuli,21.3906,-158.1547,76.98,68,90,8.05,US,overcast clouds,2021-12-13 04:54:25
438,Aborlan,9.4352,118.5492,81.54,85,96,9.62,PH,overcast clouds,2021-12-13 04:54:25
439,Tirlyanskiy,54.2109,58.5806,12.69,82,55,4.14,RU,broken clouds,2021-12-13 04:54:25
440,Vilaka,57.1846,27.6722,30.33,92,96,4.65,LV,overcast clouds,2021-12-13 04:54:26
441,Orsha,54.5153,30.4053,33.91,99,100,4.79,BY,overcast clouds,2021-12-13 04:54:26
442,Macherla,16.4833,79.4333,79.03,65,100,8.66,IN,overcast clouds,2021-12-13 04:54:26
443,Mahibadhoo,3.7833,72.9667,80.49,78,99,8.08,MV,overcast clouds,2021-12-13 04:54:27
444,Jutai,-5.1833,-68.9,73.42,99,100,2.55,BR,overcast clouds,2021-12-13 04:54:27
445,Dauphin,51.1494,-100.0502,32.14,69,1,27.63,CA,clear sky,2021-12-13 04:54:27
446,Saint-Georges,12.0564,-61.7485,76.68,88,75,0.0,GD,broken clouds,2021-12-13 04:50:15
447,Waunakee,43.1919,-89.4557,42.08,62,92,5.99,US,overcast clouds,2021-12-13 04:54:28
448,Bustamante,26.5333,-100.5,54.05,35,85,7.2,MX,overcast clouds,2021-12-13 04:54:28
449,Qasigiannguit,68.8193,-51.1922,16.05,83,57,4.88,GL,broken clouds,2021-12-13 04:48:10
450,Shimanovsk,52.0,127.7,6.13,88,100,7.14,RU,overcast clouds,2021-12-13 04:54:29
451,San Policarpo,12.1791,125.5072,80.37,85,85,17.2,PH,light rain,2021-12-13 04:47:53
452,Nelson Bay,-32.7167,152.15,76.77,64,6,3.0,AU,clear sky,2021-12-13 04:54:29
453,Port Lincoln,-34.7333,135.8667,65.19,52,85,12.84,AU,overcast clouds,2021-12-13 04:45:23
454,Novovasylivka,46.8315,35.7536,38.73,80,100,16.24,UA,overcast clouds,2021-12-13 04:54:29
455,Roma,43.2128,-75.4557,42.66,58,3,9.93,US,clear sky,2021-12-13 04:42:02
456,Hofn,64.2539,-15.2082,37.17,84,96,7.18,IS,overcast clouds,2021-12-13 04:47:43
457,Cherskiy,68.75,161.3,-36.81,99,97,1.45,RU,overcast clouds,2021-12-13 04:47:47
458,Halifax,44.6453,-63.5724,38.41,68,0,1.99,CA,clear sky,2021-12-13 04:51:10
459,Laguna,38.421,-121.4238,53.1,90,90,5.01,US,overcast clouds,2021-12-13 04:47:12
460,Pittsburg,38.028,-121.8847,56.05,85,90,7.0,US,mist,2021-12-13 04:54:30
461,Bitkine,11.9801,18.2138,69.06,19,51,5.37,TD,broken clouds,2021-12-13 04:54:31
462,Angoche,-16.2325,39.9086,81.84,69,0,10.29,MZ,clear sky,2021-12-13 04:54:31
463,Saint Andrews,34.0454,-81.1293,40.78,86,1,3.44,US,clear sky,2021-12-13 04:54:31
464,Uinskoye,56.8817,56.5813,5.13,92,61,5.01,RU,broken clouds,2021-12-13 04:54:32
465,Jinotega,13.0917,-86.0018,60.51,92,1,6.2,NI,clear sky,2021-12-13 04:54:32
466,Torbay,47.6666,-52.7314,38.57,77,90,24.16,CA,overcast clouds,2021-12-13 04:43:15
467,Muisne,0.6,-80.0333,73.47,94,100,4.92,EC,light rain,2021-12-13 04:54:33
468,Mecca,21.4267,39.8261,73.69,31,75,4.29,SA,broken clouds,2021-12-13 04:47:50
469,Le Port,-20.9373,55.2919,82.62,68,11,0.45,RE,few clouds,2021-12-13 04:54:33
470,Mayo,38.8876,-76.5119,41.11,54,1,6.55,US,clear sky,2021-12-13 04:54:33
471,Katherine,-14.4667,132.2667,102.52,25,12,6.91,AU,few clouds,2021-12-13 04:54:34
472,Almeirim,-1.5233,-52.5817,74.25,91,100,3.0,BR,overcast clouds,2021-12-13 04:54:07
473,Tromso,69.6496,18.957,33.82,80,75,6.91,NO,light shower snow,2021-12-13 04:54:34
474,Manggar,-2.8833,108.2667,83.55,73,100,10.94,ID,overcast clouds,2021-12-13 04:54:34
475,Corn Island,12.1694,-83.0418,80.6,79,20,17.49,NI,few clouds,2021-12-13 04:54:35
476,Marrakesh,31.6315,-8.0083,46.47,53,0,3.44,MA,clear sky,2021-12-13 04:54:35
477,Oksfjord,70.2396,22.3479,34.72,99,100,3.83,NO,light snow,2021-12-13 04:54:35
478,Suez,29.9737,32.5263,64.2,55,97,7.49,EG,overcast clouds,2021-12-13 04:54:36
479,Mizdah,31.4451,12.9801,44.8,79,83,6.58,LY,broken clouds,2021-12-13 04:54:36
480,Panguna,-6.3164,155.4848,76.78,87,98,2.06,PG,moderate rain,2021-12-13 04:54:36
481,Watsa,3.0372,29.5355,65.16,54,92,2.55,CD,overcast clouds,2021-12-13 04:48:18
482,Kotovo,50.3211,44.8012,18.5,70,97,12.75,RU,overcast clouds,2021-12-13 04:54:37
483,Belmopan,17.25,-88.7667,76.3,98,3,1.7,BZ,clear sky,2021-12-13 04:54:37
484,Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.99,59,0,6.71,RU,clear sky,2021-12-13 04:44:48
485,Roshchino,60.2519,29.6085,26.37,99,100,2.93,RU,light snow,2021-12-13 04:54:37
486,Chateaubelair,13.2833,-61.25,79.41,81,88,12.73,VC,overcast clouds,2021-12-13 04:54:38
487,Alekseyevka,50.6309,38.6903,29.97,50,100,13.33,RU,light snow,2021-12-13 04:54:38
488,Mawlamyine,16.4914,97.6256,84.49,48,25,10.8,MM,scattered clouds,2021-12-13 04:54:38
489,Bayir,37.2687,28.2167,50.52,96,92,8.34,TR,light rain,2021-12-13 04:54:39
490,Boa Esperanca,-21.09,-45.5658,68.29,96,97,3.04,BR,overcast clouds,2021-12-13 04:54:39
491,Claudio,-20.4433,-44.7658,66.97,99,100,1.74,BR,light rain,2021-12-13 04:54:39
492,Iberia,29.9502,-91.7507,49.05,81,1,0.0,US,clear sky,2021-12-13 04:51:25
493,Colomi,-17.35,-65.8667,53.62,82,96,4.45,BO,overcast clouds,2021-12-13 04:54:40
494,Riyadh,24.6877,46.7219,46.54,28,66,5.48,SA,broken clouds,2021-12-13 04:48:25
495,Dong Hoi,17.4833,106.6,70.65,82,100,15.84,VN,overcast clouds,2021-12-13 04:54:40
496,Labuhan,-6.8844,112.2051,88.47,61,22,3.71,ID,few clouds,2021-12-13 04:54:41
497,Cacapava Do Sul,-30.5122,-53.4914,68.68,68,97,5.1,BR,overcast clouds,2021-12-13 04:54:41
498,Finnsnes,69.2296,17.9811,33.76,98,100,3.69,NO,light snow,2021-12-13 04:54:41
499,Druzhba,52.0428,33.9453,32.9,83,100,9.57,UA,light snow,2021-12-13 04:54:42
500,Lloydminster,53.2835,-110.0016,21.42,93,90,5.75,CA,fog,2021-12-13 04:54:42
501,Inhambane,-23.865,35.3833,84.18,83,40,7.0,MZ,scattered clouds,2021-12-13 04:49:36
502,Dzhebariki-Khaya,62.2167,135.8,-36.81,99,59,0.89,RU,broken clouds,2021-12-13 04:54:42
503,Zaysan,47.4667,84.8667,15.58,93,100,0.67,KZ,light snow,2021-12-13 04:54:43
504,College,64.8569,-147.8028,-12.8,71,20,0.0,US,light snow,2021-12-13 04:47:24
505,Geilo,60.5333,8.2076,29.7,88,100,6.17,NO,overcast clouds,2021-12-13 04:54:43
506,Pangkalanbuun,-2.6833,111.6167,85.33,76,74,5.19,ID,light rain,2021-12-13 04:54:43
507,Asau,46.4333,26.4,37.4,84,100,2.68,RO,overcast clouds,2021-12-13 04:49:52
508,Candido De Abreu,-24.5669,-51.3333,70.97,67,100,2.28,BR,overcast clouds,2021-12-13 04:54:44
509,Front Royal,38.9182,-78.1944,39.85,65,1,4.61,US,clear sky,2021-12-13 04:54:44
510,Pacific Grove,36.6177,-121.9166,54.43,85,90,5.01,US,light rain,2021-12-13 04:49:44
511,Camopi,3.1655,-52.3158,72.32,100,93,1.28,GF,overcast clouds,2021-12-13 04:54:45
512,Sadao,6.6388,100.4234,87.33,58,77,9.19,TH,broken clouds,2021-12-13 04:54:45
513,Richards Bay,-28.783,32.0377,76.8,75,100,6.96,ZA,overcast clouds,2021-12-13 04:49:07
514,Viransehir,37.2353,39.7631,51.1,35,100,3.6,TR,overcast clouds,2021-12-13 04:54:45
515,Perth,-31.9333,115.8333,84.15,42,0,6.91,AU,clear sky,2021-12-13 04:54:46
516,Chadiza,-14.0678,32.4392,75.69,52,3,11.12,ZM,clear sky,2021-12-13 04:54:46
517,Jackson,42.4165,-122.8345,38.79,95,75,4.61,US,mist,2021-12-13 04:54:46
518,Pyapon,16.2833,95.6833,86.5,44,12,10.16,MM,few clouds,2021-12-13 04:54:47
519,Bermeo,43.4209,-2.7215,52.23,76,63,6.22,ES,broken clouds,2021-12-13 04:54:47
520,Okha,53.5739,142.9478,24.91,90,100,22.41,RU,light snow,2021-12-13 04:54:47
521,Hamilton,39.1834,-84.5333,38.8,71,1,1.01,US,clear sky,2021-12-13 04:50:33
522,Takoradi,4.8845,-1.7554,78.75,86,32,4.12,GH,scattered clouds,2021-12-13 04:49:03
523,Straumen,63.8709,11.2999,43.95,88,96,3.22,NO,overcast clouds,2021-12-13 04:54:48
524,Manono,-7.3,27.4167,68.25,96,100,3.6,CD,overcast clouds,2021-12-13 04:54:48
525,Farmington,36.7281,-108.2187,33.75,66,1,5.75,US,clear sky,2021-12-13 04:51:35
